"Site","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg","WC_avg_15cm","WC_avg_5cm","WC_avg_30cm","ST_avg","W_avg","SD_avg"
"Dunster","Jun","min",6.13,0.63,-Inf,0,901.34,40.54,-0.16,0,270.62,-Inf,50.51,0.01,Inf,Inf,Inf,Inf,Inf
"Dunster","Jun","obs_na",15,0,0,15,15,15,15,15,15,0,15,105,270,270,270,270,270
"Dunster","Jul","mean",15.79,10.21,22.31,1.78,913.76,72.8,10.28,0.54,9.43,5.61,256.51,0.11,NA,NA,NA,NA,NA
"Dunster","Jul","max",23.58,18.25,33.81,24,922.88,96.98,15.18,2.3,89.27,13.92,510.26,0.27,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","Jul","min",7.93,5.21,9.83,0,902.76,38.69,2.71,0,270.26,1.51,30.09,0,Inf,Inf,Inf,Inf,Inf
"Dunster","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,93,279,279,279,279,279
"Dunster","Aug","mean",14.85,9.65,21.13,1.72,913.22,76.15,10.23,0.45,10.33,5.51,207.02,0.1,NA,NA,NA,NA,NA
"Dunster","Aug","max",22.45,17.06,33.47,26.2,923.4,95.83,16.63,1.64,89.45,12.99,443.63,0.27,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","Aug","min",7.74,2.5,9.76,0,900.75,45.21,5.52,0,270.14,1.51,22.59,0,Inf,Inf,Inf,Inf,Inf
"Dunster","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,69,279,279,279,279,279
"Dunster","Sep","mean",9.65,Inf,-Inf,2.15,912.67,83.53,6.8,0.46,355.17,-Inf,123.85,0.16,NA,NA,NA,NA,NA
"Dunster","Sep","max",19.31,Inf,27.63,24.6,928.8,96.65,12.81,2.16,89.55,11.13,272.39,0.25,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","Sep","min",-0.21,-3.57,-Inf,0,890.5,56.93,-4.91,0,270.26,-Inf,25.93,0.04,Inf,Inf,Inf,Inf,Inf
"Dunster","Sep","obs_na",2,0,0,2,2,2,2,2,2,0,2,87,295,295,295,295,295
"Dunster","Oct","mean",4.27,Inf,-Inf,1.96,913.07,84.56,1.77,0.7,347.5,-Inf,59.31,0.17,NA,NA,NA,NA,NA
"Dunster","Oct","max",13.42,Inf,18.56,25,927.79,97.17,10.47,2.04,87.32,13.36,169.21,0.29,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","Oct","min",-10.96,-14.63,-Inf,0,889.26,59.34,-13.69,0,270.38,-Inf,9.82,0.13,Inf,Inf,Inf,Inf,Inf
"Dunster","Oct","obs_na",31,0,0,31,31,31,31,31,31,0,31,124,297,297,297,297,297
"Dunster","Nov","mean",-2.04,Inf,-Inf,1.61,911.21,88.8,-3.68,0.7,334.89,-Inf,22.29,0.17,NA,NA,NA,NA,NA
"Dunster","Nov","max",10.81,Inf,14.65,32.6,930.8,97.61,5.29,2.48,89.96,11.87,58.53,0.3,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","Nov","min",-25.59,-28.6,-Inf,0,888.76,66.06,-27.57,0,271.14,-Inf,2.17,0.09,Inf,Inf,Inf,Inf,Inf
"Dunster","Nov","obs_na",30,0,0,30,30,30,30,30,30,0,30,120,270,270,270,270,270
"Dunster","Dec","mean",-6.07,Inf,-Inf,0.59,912.16,89.36,-7.54,0.66,328.24,-Inf,13.34,0.1,NA,NA,NA,NA,NA
"Dunster","Dec","max",3.08,Inf,5.05,18.6,937.07,97.44,2.36,2.57,84.57,13.92,39.62,0.18,-Inf,-Inf,-Inf,-Inf,-Inf
"Dunster","Dec","min",-23.1,-26.37,-Inf,0,892.91,77.06,-25.2,0,271.51,-Inf,2.02,0,Inf,Inf,Inf,Inf,Inf
"Dunster","Dec","obs_na",31,0,0,31,31,31,31,31,31,0,31,129,279,279,279,279,279
"Endako","Jan","mean",-7.63,-12,-3.66,0.93,913.97,87.53,-9.35,0.53,4.36,3.97,27.97,0.09,NA,NA,NA,36.56,NA
"Endako","Jan","max",3.85,2.29,9.88,28,934.22,96.45,1.38,3.6,89.97,15.21,126.91,0.16,-Inf,-Inf,-Inf,100,-Inf
"Endako","Jan","min",-33.43,-40.06,-25.67,0,879.18,64.17,-37.21,0,270.32,0,2.17,0.01,Inf,Inf,Inf,0,Inf
"Endako","Jan","obs_na",0,0,0,0,31,0,0,0,1,0,0,341,465,465,465,0,465
"Endako","Feb","mean",-7.24,-13.14,-1.4,0.64,914.99,80.82,-10.1,0.7,4.2,4.87,68.91,0.08,NA,NA,NA,25.52,NA
"Endako","Feb","max",4.57,1.99,10.2,25,936.67,96.17,1.41,3.99,89.75,14.47,156.97,0.15,-Inf,-Inf,-Inf,100,-Inf
"Endako","Feb","min",-29.41,-37.25,-21.37,0,887.75,47.55,-32.84,0,270.44,1.01,7.54,0,Inf,Inf,Inf,0,Inf
"Endako","Feb","obs_na",0,0,0,0,28,0,0,0,2,0,0,287,424,424,424,0,424
"Endako","Mar","mean",-2.25,-8.47,3.94,0.49,912.72,71.91,-7.02,0.97,1.5,6.1,130.31,0.12,NA,NA,NA,20.32,NA
"Endako","Mar","max",7.39,1.91,20.17,9,933.47,94.3,2.94,3.25,89.79,18.37,253.15,0.49,-Inf,-Inf,-Inf,99.73,-Inf
"Endako","Mar","min",-22.48,-30.06,-18.7,0,883.44,45.85,-29.45,0,270.32,1.51,16.5,0,Inf,Inf,Inf,0,Inf
"Endako","Mar","obs_na",0,0,0,0,31,0,0,0,0,0,0,310,465,465,465,0,465
"Endako","Apr","mean",2.29,-4.22,8.6,0.77,914.87,67.97,-3.64,1.07,357.62,6.66,191.29,0.26,NA,NA,NA,22.82,NA
"Endako","Apr","max",11.47,4.48,22.13,13,931.8,94.09,5.94,4.01,89.8,15.96,319.37,0.52,-Inf,-Inf,-Inf,94.63,-Inf
"Endako","Apr","min",-12.33,-22.63,-4.11,0,890.41,38.02,-17.76,0,270.25,2.52,53.49,0.02,Inf,Inf,Inf,0,Inf
"Endako","Apr","obs_na",0,0,0,0,30,0,0,0,0,0,0,300,450,450,450,0,450
"Endako","May","mean",8.35,0.39,15.45,1.43,916.66,66.69,1.65,1.08,1.8,-Inf,236.95,0.11,NA,NA,NA,26.47,NA
"Endako","May","max",17.11,10.12,28.15,35,931.39,95.08,10.15,3.26,89.8,13.92,388.02,0.33,-Inf,-Inf,-Inf,100,-Inf
"Endako","May","min",0.64,-7.22,3.75,0,898.25,36.08,-7.49,0,270.15,-Inf,24.43,0.02,Inf,Inf,Inf,0,Inf
"Endako","May","obs_na",0,0,0,0,31,0,0,5,5,0,0,304,465,465,465,0,465
"Endako","Jun","mean",11.46,Inf,-Inf,1.67,916.42,69.57,5.37,0.97,3.6,6.43,259.05,0.12,NA,NA,NA,27.92,NA
"Endako","Jun","max",25.4,Inf,36.77,30.2,927.48,95.08,16.15,3.01,89.62,16.14,419.68,0.41,-Inf,-Inf,-Inf,98.87,-Inf
"Endako","Jun","min",4.99,-5.02,-Inf,0,900.12,38.93,-3,0,270.56,2.27,50.3,0.03,Inf,Inf,Inf,0.2,Inf
"Endako","Jun","obs_na",8,0,0,0,5,8,8,0,0,0,0,270,450,450,450,0,450
"Endako","Jul","mean",14.05,Inf,-Inf,1.59,918.56,70.56,7.93,0.9,358.28,6,258.17,0.08,NA,NA,NA,30.21,NA
"Endako","Jul","max",24.87,Inf,36.09,30.6,928.73,95.94,13.55,3.51,89.73,12.8,407.65,0.51,-Inf,-Inf,-Inf,100,-Inf
"Endako","Jul","min",5.94,-2.8,-Inf,0,904.98,42.3,0.56,0,270.2,1.51,46.66,0.03,Inf,Inf,Inf,0.61,Inf
"Endako","Jul","obs_na",1,0,0,14,0,1,1,0,0,0,0,279,464,464,464,0,464
"Endako","Aug","mean",13.43,Inf,-Inf,1.06,917.43,70.18,7.24,0.85,359.07,-Inf,214.12,0.04,NA,NA,NA,30.73,NA
"Endako","Aug","max",22.63,Inf,32.9,24,929.55,94.57,13,2.97,89.67,15.77,352.08,0.35,-Inf,-Inf,-Inf,95.39,-Inf
"Endako","Aug","min",3.63,-2.71,-Inf,0,899.83,42.27,-0.44,0,270.67,-Inf,40.06,0,Inf,Inf,Inf,0,Inf
"Endako","Aug","obs_na",5,0,0,18,5,5,5,5,5,0,5,284,452,452,452,5,452
"Endako","Sep","mean",8.48,1.36,15.8,1.24,916.55,77.61,4.28,0.8,354.79,5.54,138.88,0.05,NA,NA,NA,41.25,NA
"Endako","Sep","max",17.25,10.3,29.09,15.4,935.75,95.16,11.55,3.02,89.32,12.62,260.77,0.11,-Inf,-Inf,-Inf,100,-Inf
"Endako","Sep","min",-0.44,-8.16,3.04,0,889.48,52.02,-7.19,0,270.32,1.76,24.83,0.03,Inf,Inf,Inf,0.44,Inf
"Endako","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,287,437,437,437,0,437
"Endako","Oct","mean",2.29,-2.47,7.47,1.55,915.08,83.29,-0.46,0.75,2.35,5.14,70.51,0.11,NA,NA,NA,45.79,NA
"Endako","Oct","max",13.61,9.85,23.02,34,935.74,96.2,9.98,3.44,89.2,15.59,176.24,0.49,-Inf,-Inf,-Inf,100,-Inf
"Endako","Oct","min",-11.62,-19.19,-6.45,0,891.49,52.08,-14.97,0,270.09,0,6.86,0.03,Inf,Inf,Inf,0,Inf
"Endako","Oct","obs_na",0,0,0,0,27,0,0,0,0,0,0,310,465,465,465,0,465
"Endako","Nov","mean",-3.46,-7.39,0.28,1,912.72,88.22,-5.17,0.6,2.09,4.46,32.83,0.16,NA,NA,NA,49.94,NA
"Endako","Nov","max",7.48,4.97,11.25,15.4,933.95,97.23,4.43,3.75,89.74,13.17,93.11,0.49,-Inf,-Inf,-Inf,100,-Inf
"Endako","Nov","min",-24.88,-30.34,-16.7,0,887.15,65.94,-27.12,0,270.03,0,2.49,0.05,Inf,Inf,Inf,0.25,Inf
"Endako","Nov","obs_na",0,0,0,0,30,0,0,0,0,0,0,300,450,450,450,0,450
"Endako","Dec","mean",-9.26,-13.63,-5.42,0.35,913.01,88.03,-10.87,0.45,358.76,3.35,20.42,0.1,NA,NA,NA,37.02,NA
"Endako","Dec","max",2.73,1.02,5.95,18,943.42,96.37,1.25,3.36,89.86,14.66,76.07,0.32,-Inf,-Inf,-Inf,100,-Inf
"Endako","Dec","min",-32.75,-37.82,-23.04,0,887.22,70.92,-35.75,0,270.09,0,1.96,0,Inf,Inf,Inf,0,Inf
"Endako","Dec","obs_na",0,0,0,0,31,0,0,0,1,0,0,332,465,465,465,0,465
"George Lake","Jan","mean",-7.66,-11.46,-3.69,0.83,910.78,89.28,-9.16,0.41,355.62,3.28,22.21,0.08,NA,NA,NA,44.29,NA
"George Lake","Jan","max",4.21,1.64,9.9,26.8,930.79,100,1.71,3.09,89.15,15.03,82.69,0.15,-Inf,-Inf,-Inf,100,-Inf
"George Lake","Jan","min",-34.1,-39.22,-27.58,0,875.77,66.8,-37.22,0,270.1,0,2.22,0.02,Inf,Inf,Inf,0,Inf
"George Lake","Jan","obs_na",0,0,0,0,0,0,0,0,51,0,31,310,465,465,465,0,465
"George Lake","Feb","mean",-7.08,-12.02,-1.65,0.63,911.82,82.39,-9.75,0.46,355.66,3.85,52.81,0.09,NA,NA,NA,34.44,NA
"George Lake","Feb","max",4.99,1.78,11.18,18.4,932.96,98.77,1.9,2.98,85.62,13.73,137.18,0.19,-Inf,-Inf,-Inf,100,-Inf
"George Lake","Feb","min",-29.82,-36.6,-24.32,0,885.23,55.87,-32.2,0,270.14,0,4.1,0.02,Inf,Inf,Inf,0,Inf
"George Lake","Feb","obs_na",0,0,0,11,0,0,0,0,40,0,28,269,424,424,424,0,424
"George Lake","Mar","mean",-2.06,-7.83,4.23,0.57,909.59,71.45,-7.05,0.61,0.06,4.96,106.43,0.09,NA,NA,NA,22.55,NA
"George Lake","Mar","max",8.25,1.64,21.2,10.4,929.53,97.72,3.32,3.32,89.32,15.21,220.1,0.19,-Inf,-Inf,-Inf,100,-Inf
"George Lake","Mar","min",-23.57,-32.83,-18.65,0,880.48,46.39,-30.49,0,270.4,1.01,14,0.02,Inf,Inf,Inf,0,Inf
"George Lake","Mar","obs_na",0,0,0,31,0,0,0,0,31,0,31,279,465,465,465,0,465
"George Lake","Apr","mean",2.61,Inf,-Inf,0.79,911.5,66.14,-3.9,0.59,2.11,-Inf,169.37,0.12,NA,NA,NA,24.06,NA
"George Lake","Apr","max",11.87,Inf,25.65,14.8,927.97,98.46,7.27,4.39,89.55,13.54,301.13,0.23,-Inf,-Inf,-Inf,100,-Inf
"George Lake","Apr","min",-12.39,-20.21,-Inf,0,886.48,39.01,-17.81,0,270.37,-Inf,43.69,0.03,Inf,Inf,Inf,0,Inf
"George Lake","Apr","obs_na",12,0,0,42,12,12,12,12,42,0,42,270,450,450,450,12,450
"George Lake","May","mean",8.89,Inf,-Inf,1.17,912.94,63.66,1.26,0.63,1.67,-Inf,211.28,0.11,NA,NA,NA,24.78,NA
"George Lake","May","max",20.44,Inf,29.11,15.6,927.54,97.27,10.41,3.01,89.9,11.13,361.35,0.23,-Inf,-Inf,-Inf,100,-Inf
"George Lake","May","min",0.27,-5.45,-Inf,0,894.49,29.56,-8.17,0,270.07,-Inf,40.62,0.03,Inf,Inf,Inf,0,Inf
"George Lake","May","obs_na",77,0,0,53,48,77,77,48,79,0,89,296,465,465,465,48,465
"George Lake","Jun","mean",12.38,Inf,-Inf,1.9,912.76,67.4,5.65,0.56,7.21,-Inf,223.96,0.11,NA,NA,NA,25.34,NA
"George Lake","Jun","max",28.31,Inf,38.25,66.61,923.88,98.12,14.78,2.57,89.72,12.99,375.52,0.22,-Inf,-Inf,-Inf,99.53,-Inf
"George Lake","Jun","min",3.52,-1.7,-Inf,0,897.07,40.11,-3.73,0,271.19,-Inf,48.23,0.03,Inf,Inf,Inf,0,Inf
"George Lake","Jun","obs_na",48,0,0,18,18,48,48,18,60,0,78,270,450,450,450,18,450
"George Lake","Jul","mean",14.99,Inf,-Inf,1.49,915.03,68.84,8.44,0.46,9.28,4.44,212.49,0.09,NA,NA,NA,26.85,NA
"George Lake","Jul","max",23.29,Inf,34.86,27.4,926.17,97.94,14.02,2.1,89.39,10.95,340.3,0.21,-Inf,-Inf,-Inf,98.36,-Inf
"George Lake","Jul","min",6.69,-0.17,-Inf,0,902.04,37.46,0.28,0,270.31,1.01,56.66,0,Inf,Inf,Inf,0,Inf
"George Lake","Jul","obs_na",37,0,0,11,0,37,37,0,62,0,42,280,465,465,465,0,465
"George Lake","Aug","mean",14.4,Inf,-Inf,0.93,914.03,69.23,7.96,0.44,3.71,4.31,175.27,0.07,NA,NA,NA,29.02,NA
"George Lake","Aug","max",23.51,Inf,33.99,24.8,926.49,97.51,13.53,2.12,89.9,10.39,307.9,0.13,-Inf,-Inf,-Inf,97.84,-Inf
"George Lake","Aug","min",6.27,-0.87,-Inf,0,897.29,44.33,0.43,0,270.44,0.5,39.36,0,Inf,Inf,Inf,0,Inf
"George Lake","Aug","obs_na",73,0,0,31,0,73,73,0,42,0,31,350,465,465,465,0,465
"George Lake","Sep","mean",9.44,Inf,-Inf,1.14,913.32,77.11,5.04,0.44,5.81,4.17,116.02,0.05,NA,NA,NA,43.68,NA
"George Lake","Sep","max",18.02,Inf,30.37,18,932.04,99.01,11.5,2.14,89.97,12.25,237.39,0.13,-Inf,-Inf,-Inf,100,-Inf
"George Lake","Sep","min",0.04,-6.42,-Inf,0,886.67,46.12,-5.69,0,270.67,0.5,26.34,0,Inf,Inf,Inf,0.44,Inf
"George Lake","Sep","obs_na",60,0,0,27,0,60,60,0,30,0,30,343,466,466,466,0,466
"George Lake","Oct","mean",2.84,Inf,-Inf,1.54,911.88,83.75,0.07,0.47,355.36,4.15,57.21,0.08,NA,NA,NA,48.32,NA
"George Lake","Oct","max",14.21,Inf,23.3,28.6,931,100,10.35,3.38,89.48,15.03,155.56,0.2,-Inf,-Inf,-Inf,100,-Inf
"George Lake","Oct","min",-10.55,-16,-Inf,0,887.59,46.91,-13.65,0,270.28,0,9.05,0,Inf,Inf,Inf,0,Inf
"George Lake","Oct","obs_na",37,0,0,31,0,37,37,0,36,0,31,310,496,496,496,25,496
"George Lake","Nov","mean",-3.41,Inf,-Inf,1.09,909.47,89.69,-4.94,0.41,1.11,3.64,25.42,0.1,NA,NA,NA,55.4,NA
"George Lake","Nov","max",7.04,Inf,13.88,18.4,930.71,100,5.81,3.39,89.72,13.17,83.42,0.2,-Inf,-Inf,-Inf,100,-Inf
"George Lake","Nov","min",-25.47,-29.72,-Inf,0,884.88,62.39,-27.59,0,270.08,0,0.92,0.03,Inf,Inf,Inf,0.05,Inf
"George Lake","Nov","obs_na",8,0,0,8,0,8,8,0,39,0,30,278,458,458,458,8,458
"George Lake","Dec","mean",-9.12,-12.9,-5.46,0.39,910.55,89.39,-10.57,0.35,3.94,2.87,15.93,0.08,NA,NA,NA,38.17,NA
"George Lake","Dec","max",3,0.83,6.36,23,940.04,100,1.6,4.31,89.89,14.66,51.96,0.17,-Inf,-Inf,-Inf,100,-Inf
"George Lake","Dec","min",-32.52,-38.02,-26.55,0,883.95,59.76,-34.84,0,270.09,0,0.97,0,Inf,Inf,Inf,0,Inf
"George Lake","Dec","obs_na",0,0,0,0,0,0,0,0,47,0,31,299,465,465,465,0,465
"Gnat Pass","Jan","mean",-6.92,-8.86,-5,0.09,823.65,86.87,-8.97,2.4,9.13,7.79,19.63,NA,NA,NA,NA,NA,NA
"Gnat Pass","Jan","max",5.02,2.07,8.39,9.4,841.33,97.91,0.2,10.1,88.56,36.55,54,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Jan","min",-22.07,-30.41,-19.75,0,799.98,29.4,-27.14,0,271.14,0,4.88,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124
"Gnat Pass","Feb","mean",-9.11,-11.17,-7.01,0.01,823.42,81.63,-12.04,3,11.88,9.37,59.71,NA,NA,NA,NA,NA,NA
"Gnat Pass","Feb","max",-0.67,-1.7,1.51,0.4,842.32,96.36,-1.53,8.61,85.52,23.38,122.95,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Feb","min",-23.71,-27.09,-22.22,0,791.07,23.74,-31.05,0,270.28,0,18.32,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Feb","obs_na",0,0,0,0,1,0,0,0,0,0,0,113,113,113,113,113,113
"Gnat Pass","Mar","mean",-7.74,-10.13,-5.1,0.07,822.87,78.01,-11.16,3.43,13.38,10.18,129.24,NA,NA,NA,NA,NA,NA
"Gnat Pass","Mar","max",8.07,4.12,11.59,2,838.66,96.16,-0.73,10.9,89.37,25.05,228.68,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Mar","min",-22.26,-24.99,-20.64,0,805.74,36.7,-29.85,0,273.19,0,46.81,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Mar","obs_na",0,0,0,0,7,0,0,0,0,0,0,124,124,124,124,124,124
"Gnat Pass","Apr","mean",-3.6,-6.17,-0.78,0.5,824.37,79.8,-6.8,4.41,13.16,12.62,185.64,NA,NA,NA,NA,NA,NA
"Gnat Pass","Apr","max",5.5,3.25,8.57,11.8,844.36,95.94,0.66,12.22,85.46,33.21,308.44,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Apr","min",-12.09,-14.95,-10.51,0,809.7,46.94,-16,0,273.47,0,100.09,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Apr","obs_na",0,0,0,0,9,0,0,0,0,0,0,120,120,120,120,120,120
"Gnat Pass","May","mean",4.12,1.15,7.5,0.91,832.04,67.53,-2.1,3.63,11.86,11.57,256.49,NA,NA,NA,NA,NA,NA
"Gnat Pass","May","max",12.17,9.36,17.18,14.8,842.46,95.48,4.87,8.81,89.84,19.85,389.47,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","May","min",-6.22,-9.51,-2.22,0,818.57,26.1,-12.1,0.68,270.37,6.12,97.8,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124
"Gnat Pass","Jun","mean",6.89,3.69,10.7,1.7,831.8,74.33,2.26,3.62,14.99,11.72,239.14,NA,NA,NA,NA,NA,NA
"Gnat Pass","Jun","max",15.25,11.08,20.08,16,841.19,96.76,9.04,7.67,89.73,19.67,396.76,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Jun","min",0.06,-2.57,2.45,0,821.79,41.85,-3.19,1.27,270.08,5.38,77.02,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,120
"Gnat Pass","Jul","mean",8.8,5.92,12.1,2.94,833.37,78.43,4.87,3.3,11.52,11.15,205.13,NA,NA,NA,NA,NA,NA
"Gnat Pass","Jul","max",17.41,13.59,21.51,17.6,842.13,97.75,9.16,8.81,88.97,22.26,365.99,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Jul","min",1.89,-0.34,4.32,0,823.91,43.67,-0.38,0.72,270.14,6.68,47.55,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Jul","obs_na",0,0,0,0,0,0,0,0,0,0,0,137,137,137,137,137,137
"Gnat Pass","Aug","mean",8.13,5.52,11.37,2.25,832.41,80.54,4.63,3.39,14.82,11.03,172.57,NA,NA,NA,NA,NA,NA
"Gnat Pass","Aug","max",17.99,14.19,22.01,21.4,846.79,98.3,9.43,9.29,84.59,25.05,338.12,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Aug","min",-0.13,-1.79,2.98,0,806.26,39.05,-1.34,0.74,270.03,5.57,32.65,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0,155,155,155,155,155,155
"Gnat Pass","Sep","mean",3.75,1.36,6.7,1.51,827.88,83.87,1,4.18,9.1,12.24,113.86,NA,NA,NA,NA,NA,NA
"Gnat Pass","Sep","max",14.36,10.25,18.68,19.6,840.49,98.61,7.57,11.31,88.39,33.77,251.76,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Sep","min",-2.67,-4.35,-1.02,0,802.8,37.04,-5.28,0,271.66,0,32.18,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0,143,143,143,143,143,143
"Gnat Pass","Oct","mean",-2.1,-3.98,-0.12,0.57,825.08,85.66,-4.32,3.85,358.21,11.38,63.68,NA,NA,NA,NA,NA,NA
"Gnat Pass","Oct","max",10,5.82,13.26,8.4,844.18,97.96,5.37,10.01,77.5,28.76,148.58,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Oct","min",-20.82,-22.52,-18.97,0,801.53,51.27,-22.75,0,270.08,0,17.23,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Oct","obs_na",0,0,0,0,1,0,0,0,0,0,0,124,124,124,124,124,124
"Gnat Pass","Nov","mean",-8.14,-10.38,-6.04,0.01,822.2,82.79,-11.11,2.81,8.86,8.94,28.24,NA,NA,NA,NA,NA,NA
"Gnat Pass","Nov","max",2.44,-0.79,6.94,0.2,841.58,96.56,-2.33,9.73,88.08,31.91,71.86,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Nov","min",-25.64,-27.46,-23.36,0,799.95,12.34,-27.95,0,270.3,0,6.75,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Nov","obs_na",0,0,0,0,4,0,0,0,0,0,0,120,120,120,120,120,120
"Gnat Pass","Dec","mean",-9.92,-12.1,-7.86,0,819.24,86.25,-11.91,2.26,6.32,7.75,14.49,NA,NA,NA,NA,NA,NA
"Gnat Pass","Dec","max",-1.51,-2.65,-0.31,0.2,847.56,96.61,-2.43,8.66,89.5,25.6,45.03,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gnat Pass","Dec","min",-22,-24.77,-19.89,0,800.15,33.04,-23.78,0,270.2,0,3.83,Inf,Inf,Inf,Inf,Inf,Inf
"Gnat Pass","Dec","obs_na",0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124
"Gunnel","Jan","mean",-11.46,-15.07,-7.75,0.03,838.36,71.26,-16.21,3.1,357.12,11.04,18.59,NA,NA,NA,NA,NA,NA
"Gunnel","Jan","max",4.44,3.09,5.49,1.4,855.86,99.65,-1.96,6.41,89.09,23.58,49.62,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Jan","min",-36.08,-36.78,-35.27,0,817.38,28.7,-38.75,0.01,278.33,0.39,3.74,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124
"Gunnel","Feb","mean",-13.55,-17.23,-9.66,0.03,841.56,73.01,-17.86,3.55,1.57,11.94,47.78,NA,NA,NA,NA,NA,NA
"Gunnel","Feb","max",2.91,0.3,5.08,0.4,862.26,94.62,-5.18,7.18,88.97,28.07,97.43,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Feb","min",-35.91,-37.82,-33.3,0,815.62,37.35,-38.67,0.52,274.24,2.34,9.88,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0,113,113,113,113,113,113
"Gunnel","Mar","mean",-8.09,-11.6,-4.56,0.04,842.06,66.55,-14.1,3.11,3.2,11.19,116.99,NA,NA,NA,NA,NA,NA
"Gunnel","Mar","max",10.58,8.27,13.67,1.4,860.45,95.05,-4.87,7.54,88.08,25.53,193.28,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Mar","min",-26.93,-31.48,-24.77,0,824.1,20.82,-29.05,1.31,272.48,5.26,37.8,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Mar","obs_na",0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124
"Gunnel","Apr","mean",-4.41,-7.48,-1.24,0.24,844,68.96,-10.09,2.77,5.73,9.87,177.2,NA,NA,NA,NA,NA,NA
"Gunnel","Apr","max",9.3,8.1,12.24,4.8,864.35,99.77,-1.48,5.91,86.11,19.49,272.6,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","Apr","min",-19.49,-22.73,-18.16,0,821.34,28.86,-21.11,0.02,270.79,0.39,34.78,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","Apr","obs_na",0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,120
"Gunnel","May","mean",3.25,0.33,6.1,1.23,846.59,72.85,-1.97,2.97,5.22,10.54,206.17,NA,NA,NA,NA,NA,NA
"Gunnel","May","max",18.34,14.65,22.78,18,865.2,100,4.34,7.65,89.37,49.31,335.98,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
"Gunnel","May","min",-11.66,-14.08,-9.99,0,835.55,24.43,-12.41,0.38,272.48,2.92,45.3,Inf,Inf,Inf,Inf,Inf,Inf
"Gunnel","May","obs_na",0,0,0,0,0,0,0,0,0,0,0,124,124,124,124,124,124
"Gunnel","Jun","mean",8.98,6.06,12.03,4.34,846.86,72.8,3.62,2.79,1.26,10.36,214.76,NA,NA,NA,NA,NA,NA
